timestamp,price_eur_mwh,volume_mwh
2025-07-13 09:51:49,46.13,925.34
2025-07-13 10:51:49,54.71,947.76
2025-07-13 11:51:49,46.59,954.65
2025-07-13 12:51:49,56.28,348.1
2025-07-13 13:51:49,55.72,796.59
2025-07-13 14:51:49,54.33,404.72
2025-07-13 15:51:49,55.67,621.53
2025-07-13 16:51:49,56.54,994.0
2025-07-13 17:51:49,54.79,505.56
2025-07-13 18:51:49,52.87,705.15
2025-07-13 19:51:49,56.31,551.91
2025-07-13 20:51:49,43.09,915.83
2025-07-13 21:51:49,44.72,393.63
2025-07-13 22:51:49,36.88,474.89
2025-07-13 23:51:49,32.38,602.96
2025-07-14 00:51:49,48.64,872.27
2025-07-14 01:51:49,42.77,755.68
2025-07-14 02:51:49,40.95,684.76
2025-07-14 03:51:49,43.16,712.14
2025-07-14 04:51:49,41.37,662.5
2025-07-14 05:51:49,33.39,715.92
2025-07-14 06:51:49,39.74,483.58
2025-07-14 07:51:49,51.68,237.54
2025-07-14 08:51:49,66.86,274.76
2025-07-14 09:51:49,64.45,240.84
2025-07-14 10:51:49,53.41,741.45
2025-07-14 11:51:49,60.34,681.11
2025-07-14 12:51:49,56.9,754.66
2025-07-14 13:51:49,60.81,788.25
2025-07-14 14:51:49,59.89,806.02
2025-07-14 15:51:49,60.39,631.83
2025-07-14 16:51:49,64.39,679.98
2025-07-14 17:51:49,55.97,281.34
2025-07-14 18:51:49,63.96,191.83
2025-07-14 19:51:49,54.97,257.33
2025-07-14 20:51:49,51.65,916.78
2025-07-14 21:51:49,48.79,889.39
2025-07-14 22:51:49,42.82,622.87
2025-07-14 23:51:49,44.13,538.11
2025-07-15 00:51:49,32.16,403.6
2025-07-15 01:51:49,43.3,693.69
2025-07-15 02:51:49,44.26,609.87
2025-07-15 03:51:49,40.3,617.51
2025-07-15 04:51:49,34.06,823.98
2025-07-15 05:51:49,34.01,102.45
2025-07-15 06:51:49,36.17,332.75
2025-07-15 07:51:49,48.64,605.05
2025-07-15 08:51:49,60.94,957.66
2025-07-15 09:51:49,61.37,367.6
2025-07-15 10:51:49,66.83,876.34
2025-07-15 11:51:49,59.16,451.67
2025-07-15 12:51:49,53.2,629.89
2025-07-15 13:51:49,64.11,686.71
2025-07-15 14:51:49,59.11,606.44
2025-07-15 15:51:49,64.71,999.04
2025-07-15 16:51:49,62.31,415.62
2025-07-15 17:51:49,62.98,966.34
2025-07-15 18:51:49,68.91,948.01
2025-07-15 19:51:49,58.05,959.21
2025-07-15 20:51:49,45.23,442.29
2025-07-15 21:51:49,45.58,771.87
2025-07-15 22:51:49,35.15,504.12
2025-07-15 23:51:49,37.35,917.07
2025-07-16 00:51:49,45.13,591.54
2025-07-16 01:51:49,49.19,443.76
2025-07-16 02:51:49,36.41,688.34
2025-07-16 03:51:49,38.65,313.22
2025-07-16 04:51:49,38.5,191.81
2025-07-16 05:51:49,44.18,618.67
2025-07-16 06:51:49,37.1,718.85
2025-07-16 07:51:49,44.7,848.94
2025-07-16 08:51:49,63.91,580.29
2025-07-16 09:51:49,57.34,152.23
2025-07-16 10:51:49,58.04,814.62
2025-07-16 11:51:49,61.62,417.46
2025-07-16 12:51:49,64.85,984.1
2025-07-16 13:51:49,61.18,355.25
2025-07-16 14:51:49,58.38,941.72
2025-07-16 15:51:49,57.47,891.45
2025-07-16 16:51:49,57.79,276.74
2025-07-16 17:51:49,55.25,871.51
2025-07-16 18:51:49,50.76,960.13
2025-07-16 19:51:49,58.26,489.42
2025-07-16 20:51:49,58.8,458.19
2025-07-16 21:51:49,49.5,878.23
2025-07-16 22:51:49,39.98,214.48
2025-07-16 23:51:49,40.76,485.92
2025-07-17 00:51:49,41.03,285.36
2025-07-17 01:51:49,41.44,641.38
2025-07-17 02:51:49,41.37,129.6
2025-07-17 03:51:49,46.26,476.61
2025-07-17 04:51:49,39.4,127.43
2025-07-17 05:51:49,35.26,300.22
2025-07-17 06:51:49,42.39,792.58
2025-07-17 07:51:49,46.17,100.68
2025-07-17 08:51:49,58.55,437.05
2025-07-17 09:51:49,64.15,687.27
2025-07-17 10:51:49,66.34,716.42
2025-07-17 11:51:49,60.39,982.51
2025-07-17 12:51:49,56.15,791.24
2025-07-17 13:51:49,59.29,149.07
2025-07-17 14:51:49,69.29,145.41
2025-07-17 15:51:49,67.08,708.29
2025-07-17 16:51:49,56.43,117.34
2025-07-17 17:51:49,56.58,173.28
2025-07-17 18:51:49,60.71,861.66
2025-07-17 19:51:49,66.83,329.53
2025-07-17 20:51:49,48.71,738.25
2025-07-17 21:51:49,57.71,931.98
2025-07-17 22:51:49,35.53,406.53
2025-07-17 23:51:49,31.66,866.64
2025-07-18 00:51:49,42.1,903.1
2025-07-18 01:51:49,38.14,297.28
2025-07-18 02:51:49,40.72,474.25
2025-07-18 03:51:49,42.56,396.6
2025-07-18 04:51:49,30.22,704.41
2025-07-18 05:51:49,39.26,359.83
2025-07-18 06:51:49,38.94,533.11
2025-07-18 07:51:49,52.99,116.42
2025-07-18 08:51:49,59.65,468.93
2025-07-18 09:51:49,61.57,616.36
2025-07-18 10:51:49,55.2,111.77
2025-07-18 11:51:49,60.37,801.04
2025-07-18 12:51:49,56.8,993.36
2025-07-18 13:51:49,66.48,925.82
2025-07-18 14:51:49,60.52,177.78
2025-07-18 15:51:49,66.24,928.52
2025-07-18 16:51:49,59.1,839.83
2025-07-18 17:51:49,65.95,980.8
2025-07-18 18:51:49,54.93,821.2
2025-07-18 19:51:49,69.01,780.29
2025-07-18 20:51:49,56.58,977.06
2025-07-18 21:51:49,55.14,946.96
2025-07-18 22:51:49,39.57,182.31
2025-07-18 23:51:49,42.13,411.28
2025-07-19 00:51:49,36.53,680.11
2025-07-19 01:51:49,35.11,317.58
2025-07-19 02:51:49,39.97,924.11
2025-07-19 03:51:49,33.81,965.95
2025-07-19 04:51:49,44.42,332.84
2025-07-19 05:51:49,43.72,453.98
2025-07-19 06:51:49,41.0,550.61
2025-07-19 07:51:49,38.57,318.38
2025-07-19 08:51:49,48.4,306.76
2025-07-19 09:51:49,52.9,759.21
2025-07-19 10:51:49,47.36,918.69
2025-07-19 11:51:49,54.24,253.96
2025-07-19 12:51:49,52.18,938.95
2025-07-19 13:51:49,46.78,296.31
2025-07-19 14:51:49,55.1,870.23
2025-07-19 15:51:49,48.63,620.39
2025-07-19 16:51:49,56.29,989.1
2025-07-19 17:51:49,52.08,822.16
2025-07-19 18:51:49,53.81,637.81
2025-07-19 19:51:49,52.31,457.53
2025-07-19 20:51:49,48.75,516.49
2025-07-19 21:51:49,45.4,759.71
2025-07-19 22:51:49,33.75,156.93
2025-07-19 23:51:49,35.1,518.99
2025-07-20 00:51:49,39.23,382.75
2025-07-20 01:51:49,31.99,360.09
2025-07-20 02:51:49,34.6,958.17
2025-07-20 03:51:49,33.96,873.82
2025-07-20 04:51:49,38.91,490.89
2025-07-20 05:51:49,39.46,621.68
2025-07-20 06:51:49,30.91,567.02
2025-07-20 07:51:49,47.69,929.64
2025-07-20 08:51:49,52.76,312.61
2025-07-20 09:51:49,58.96,354.77
