timestamp,price_EUR_per_MWh
2024-01-01 00:00:00,42.617936837342604
2024-01-01 01:00:00,44.54037996634028
2024-01-01 02:00:00,45.34450967244217
2024-01-01 03:00:00,39.10075611832283
2024-01-01 04:00:00,38.567687724743415
2024-01-01 05:00:00,49.12179034367919
2024-01-01 06:00:00,49.175752771068446
2024-01-01 07:00:00,37.99387379346873
2024-01-01 08:00:00,46.45843910761711
2024-01-01 09:00:00,49.02658686474841
2024-01-01 10:00:00,58.93135450422174
2024-01-01 11:00:00,61.89066287961681
2024-01-01 12:00:00,51.67249696558133
2024-01-01 13:00:00,64.82913665553515
2024-01-01 14:00:00,64.96150378387418
2024-01-01 15:00:00,65.243581755059
2024-01-01 16:00:00,74.78688331723653
2024-01-01 17:00:00,86.70538551078714
2024-01-01 18:00:00,86.73351310340978
2024-01-01 19:00:00,84.95170494378694
2024-01-01 20:00:00,86.81527886273129
2024-01-01 21:00:00,83.60174906864927
2024-01-01 22:00:00,99.15582497251178
2024-01-01 23:00:00,95.14426471821301
2024-01-02 00:00:00,48.10462778744429
2024-01-02 01:00:00,40.25934747147567
2024-01-02 02:00:00,52.36982714266078
2024-01-02 03:00:00,47.27653295856041
2024-01-02 04:00:00,50.862160493514494
2024-01-02 05:00:00,49.90780600661926
2024-01-02 06:00:00,52.84162827870962
2024-01-02 07:00:00,49.54351809350873
2024-01-02 08:00:00,40.99484520665459
2024-01-02 09:00:00,47.388439280005386
2024-01-02 10:00:00,62.260158384180365
2024-01-02 11:00:00,64.43609275862391
2024-01-02 12:00:00,57.4811193848702
2024-01-02 13:00:00,67.28443417254918
2024-01-02 14:00:00,74.5160798858009
2024-01-02 15:00:00,77.35479459181121
2024-01-02 16:00:00,78.62277904730543
2024-01-02 17:00:00,80.35273392225461
2024-01-02 18:00:00,93.59932698426435
2024-01-02 19:00:00,84.3248928421931
2024-01-02 20:00:00,89.77516235139979
2024-01-02 21:00:00,95.90166710091728
2024-01-02 22:00:00,80.60659282314096
2024-01-02 23:00:00,94.46668612850615
2024-01-03 00:00:00,38.4438100216826
2024-01-03 01:00:00,43.93514742541327
2024-01-03 02:00:00,36.55941130229229
2024-01-03 03:00:00,36.5777101649131
2024-01-03 04:00:00,41.59581661794471
2024-01-03 05:00:00,48.3899757906416
2024-01-03 06:00:00,39.66438766329823
2024-01-03 07:00:00,47.30660519484126
2024-01-03 08:00:00,48.08422144487921
2024-01-03 09:00:00,52.77720810393296
2024-01-03 10:00:00,49.386025818460375
2024-01-03 11:00:00,42.84739045618858
2024-01-03 12:00:00,57.92683836690931
2024-01-03 13:00:00,64.35741678956275
2024-01-03 14:00:00,64.59147745639294
2024-01-03 15:00:00,69.15929983329474
2024-01-03 16:00:00,70.76830682438656
2024-01-03 17:00:00,78.27787413745111
2024-01-03 18:00:00,83.82094488560904
2024-01-03 19:00:00,79.29269607877328
2024-01-03 20:00:00,85.27070839872239
2024-01-03 21:00:00,87.949274269729
2024-01-03 22:00:00,87.55762347577398
2024-01-03 23:00:00,91.72364016394165
2024-01-04 00:00:00,33.442197828841174
2024-01-04 01:00:00,26.05662959054149
2024-01-04 02:00:00,30.221491639256552
2024-01-04 03:00:00,37.419209403729724
2024-01-04 04:00:00,37.06283928317951
2024-01-04 05:00:00,24.84946400537564
2024-01-04 06:00:00,35.00494700204145
2024-01-04 07:00:00,29.71630388515311
2024-01-04 08:00:00,33.14837816363361
2024-01-04 09:00:00,35.18773734859883
2024-01-04 10:00:00,42.90881025636733
2024-01-04 11:00:00,34.70418490122129
2024-01-04 12:00:00,42.744695038752205
2024-01-04 13:00:00,58.85280598093219
2024-01-04 14:00:00,58.49458160068458
2024-01-04 15:00:00,59.172946944146666
2024-01-04 16:00:00,67.13098833308801
2024-01-04 17:00:00,59.64540241871604
2024-01-04 18:00:00,75.85089670127495
2024-01-04 19:00:00,73.30022341210447
2024-01-04 20:00:00,75.98786800523644
2024-01-04 21:00:00,76.37234955982507
2024-01-04 22:00:00,75.00608742332722
2024-01-04 23:00:00,78.23596555700149
2024-01-05 00:00:00,19.887786404149708
2024-01-05 01:00:00,29.249012760950585
2024-01-05 02:00:00,24.87775645785104
2024-01-05 03:00:00,23.30516722599582
2024-01-05 04:00:00,24.834215171129273
2024-01-05 05:00:00,32.63247823626283
2024-01-05 06:00:00,26.484232532004313
2024-01-05 07:00:00,18.777853621625557
2024-01-05 08:00:00,31.385137916768336
2024-01-05 09:00:00,36.25362779047266
2024-01-05 10:00:00,33.4742181889529
2024-01-05 11:00:00,47.24001564406735
2024-01-05 12:00:00,45.02156609859332
2024-01-05 13:00:00,43.36849126800478
2024-01-05 14:00:00,48.560057832686994
2024-01-05 15:00:00,54.253227387382445
2024-01-05 16:00:00,55.095223666811236
2024-01-05 17:00:00,56.574044640270046
2024-01-05 18:00:00,64.37636394744067
2024-01-05 19:00:00,63.69783679245986
2024-01-05 20:00:00,69.1569637697887
2024-01-05 21:00:00,67.80405499872865
2024-01-05 22:00:00,72.05315194564461
2024-01-05 23:00:00,71.5528968487564
2024-01-06 00:00:00,34.72532949843737
2024-01-06 01:00:00,33.49359729834593
2024-01-06 02:00:00,30.958516982421433
2024-01-06 03:00:00,29.572177712034392
2024-01-06 04:00:00,20.250169219865963
2024-01-06 05:00:00,31.102211762002476
2024-01-06 06:00:00,31.43447075508955
2024-01-06 07:00:00,31.059192717268512
2024-01-06 08:00:00,35.81194249097393
2024-01-06 09:00:00,34.87230968004189
2024-01-06 10:00:00,39.54655786282386
2024-01-06 11:00:00,38.12165528562957
2024-01-06 12:00:00,38.59941679837399
2024-01-06 13:00:00,44.7852637982213
2024-01-06 14:00:00,49.31797102361395
2024-01-06 15:00:00,59.10811791707206
2024-01-06 16:00:00,64.4884848098169
2024-01-06 17:00:00,59.73865871119337
2024-01-06 18:00:00,69.03973401512687
2024-01-06 19:00:00,67.7665673299614
2024-01-06 20:00:00,75.18762476527841
2024-01-06 21:00:00,67.43152339478763
2024-01-06 22:00:00,77.15880035326309
